track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,uri,popularity,release_date,image/height,image,image/width,songplay,url,n1
Late Night Talking,Harry Styles,91,Harry's House,93,0.714,0.728,-4.595,1,10,0.0468,0.298,0,0.106,0.901,114.996,4,177955,spotify:track:1qEmFfgcLObUfQm0j1W2CK,90,2022-05-20,640,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,640,https://p.scdn.co/mp3-preview/ab3568a72e1c016308c263854dc307251ce33a2b?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Late Night Talking
Moi... Lolita,Monaldin,47,Moi... Lolita,49,0.796,0.66,-6.695,0,4,0.0505,0.0531,2.73e-05,0.319,0.735,109.92,4,158312,spotify:track:1KdjnlcPAerLiHMNnex0yw,45,2022-07-29,640,https://i.scdn.co/image/ab67616d0000b2735db8689d3d7eb3f241219259,640,https://p.scdn.co/mp3-preview/7b9e9b1719e49fe972c185110d4f4299380be21b?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1KdjnlcPAerLiHMNnex0yw,Moi... Lolita
Warning / Signs,Matvey Emerson,51,Warning / Signs,46,0.712,0.829,-8.167,0,0,0.03,0.0891,0.0279,0.168,0.541,121.976,4,155410,spotify:track:2jCnjTZKgSY7aJsmN9HxvL,45,2022-08-05,640,https://i.scdn.co/image/ab67616d0000b2731ee475f7368fef3c22a1b367,640,https://p.scdn.co/mp3-preview/5d13a323dccfe30482abbbd11018c05eba96c267?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2jCnjTZKgSY7aJsmN9HxvL,Warning / Signs
Serenity,Shab,37,Serenity,46,0.688,0.595,-8.094,0,8,0.0508,0.0515,2.7e-06,0.0853,0.312,117.979,4,202507,spotify:track:4dti9wNv11Znl6vIsMgvpT,49,2022-07-29,640,https://i.scdn.co/image/ab67616d0000b2730f96b6acd579a3a567943457,640,https://p.scdn.co/mp3-preview/e865da462366a189653d6ca74d268c89d8a6cc7f?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4dti9wNv11Znl6vIsMgvpT,Serenity
MAMIII,Becky G,81,MAMIII,87,0.843,0.7,-3.563,0,4,0.0803,0.0934,0,0.14,0.899,93.991,4,226088,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,83,2022-02-10,640,https://i.scdn.co/image/ab67616d0000b27372babf690675fe969470e8ee,640,https://p.scdn.co/mp3-preview/a2748f563c888258e379756cdc94922b9c7c9cde?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,MAMIII
Running To You (feat. Caden),VINAI,64,Running To You (feat. Caden),65,0.579,0.727,-5.149,0,11,0.0399,0.0321,0,0.714,0.246,124.09,4,183091,spotify:track:3zc9SflSDf8EnFc7NNoqO9,60,2022-07-29,640,https://i.scdn.co/image/ab67616d0000b273fba2ec82b5da32bbe6e77805,640,https://p.scdn.co/mp3-preview/31bc61314a82c7d3ce16a970925ce4b540d653d1?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3zc9SflSDf8EnFc7NNoqO9,Running To You (feat. Caden)
Good Morning,P.S.,39,Good Morning,50,0.732,0.511,-5.101,1,11,0.0413,0.15,8.92e-06,0.059,0.691,171.907,4,161423,spotify:track:4FiGNTiypSUjnlbHtULBaJ,46,2021-03-05,640,https://i.scdn.co/image/ab67616d0000b273485a25f7259f1aad1eb786fd,640,https://p.scdn.co/mp3-preview/2d082109695661b4ac9f2b709ac451e3cc2e16b3?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4FiGNTiypSUjnlbHtULBaJ,Good Morning
MONTERO (Call Me By Your Name),Lil Nas X,81,MONTERO (Call Me By Your Name),4,0.61,0.508,-6.682,0,8,0.152,0.297,0,0.384,0.758,178.818,4,137876,spotify:track:67BtfxlNbhBmCDR2L2l8qd,77,2021-03-31,640,https://i.scdn.co/image/ab67616d0000b273664034dd80e91b28f773598d,640,https://p.scdn.co/mp3-preview/abcdb00728469f85f0f83cecd368cd9acb704c48?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name)
Tainted Love,Thatsimo,44,Tainted Love,47,0.646,0.765,-7.586,0,6,0.0448,0.0437,0.000141,0.159,0.362,126.024,4,146667,spotify:track:3JPcXBN7SyQaOp2JHkt5JN,49,2022-08-05,640,https://i.scdn.co/image/ab67616d0000b27346415133a1e5fd9b8f15edec,640,https://p.scdn.co/mp3-preview/f73a00ab32c2ce3f3a0716604e58b9bcc480ea37?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3JPcXBN7SyQaOp2JHkt5JN,Tainted Love
Build a Bitch,Bella Poarch,65,Build a Bitch,76,0.855,0.463,-7.454,1,3,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,122773,spotify:track:7BoobGhD4x5K96Me0hqC8Q,75,2021-05-14,640,https://i.scdn.co/image/ab67616d0000b273aeeb722667c831a4f5429ff0,640,https://p.scdn.co/mp3-preview/7a98aef319c0388644cd31fe57c5927fa8d6e0cf?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:7BoobGhD4x5K96Me0hqC8Q,Build a Bitch
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,64,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),80,0.87,0.523,-8.052,0,1,0.0602,0.433,2.07e-05,0.113,0.319,110.02,4,204764,spotify:track:09gysnJpfQ3ublBmJDfcEC,78,2021-09-16,640,https://i.scdn.co/image/ab67616d0000b273e859698c8fe21d42a13ec252,640,https://p.scdn.co/mp3-preview/a93f9f690e92994309aa18678649da2c78f47289?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)
Can't Get You Out of My Head,loafers,48,Can't Get You Out of My Head,52,0.642,0.61,-9.194,0,2,0.0992,0.16,6.89e-06,0.408,0.294,129.886,3,168000,spotify:track:0SNWtEK9hCz0XvzNBO7OM1,49,2022-07-29,640,https://i.scdn.co/image/ab67616d0000b273691ce8c24cb9fc2c4d9731b1,640,https://p.scdn.co/mp3-preview/344741c5f222a100f952183b8258299b52ec2fbb?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0SNWtEK9hCz0XvzNBO7OM1,Can't Get You Out of My Head
THATS WHAT I WANT,Lil Nas X,81,MONTERO,88,0.737,0.846,-4.51,0,1,0.22,0.00614,0,0.0486,0.546,87.981,4,143901,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,85,2021-09-17,640,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,640,https://p.scdn.co/mp3-preview/d62f4961618e4b4d40d823a11c6a6c1bf3fbd649?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT
We Know,JAM & Philly,21,We Know,39,0.871,0.819,-6.022,0,4,0.256,0.142,0,0.106,0.712,112.114,4,198982,spotify:track:7ErTGpzyVJyYiKh6sq4mbc,18,2022-07-08,640,https://i.scdn.co/image/ab67616d0000b2730e91f32c83bab07504048172,640,https://p.scdn.co/mp3-preview/45a0deaab8b496ee2e96b43bd1efe95f00c2fead?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:7ErTGpzyVJyYiKh6sq4mbc,We Know
Cold Heart - PNAU Remix,Elton John,82,The Lockdown Sessions,73,0.795,0.8,-6.32,1,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,4,202735,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,86,2021-08-13,640,https://i.scdn.co/image/ab67616d0000b2739f5cce8304c42d3a5463fd23,640,https://p.scdn.co/mp3-preview/ad1d19030b56104de9f3d05b8f1c7aebac8f6d12?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix
Jiggle Jiggle,Duke & Jones,64,Jiggle Jiggle,81,0.864,0.412,-5.886,1,1,0.273,0.458,0.00087,0.124,0.654,99.992,4,97209,spotify:track:1I4lCSP69P74nU3a6Su5L2,74,2022-05-13,640,https://i.scdn.co/image/ab67616d0000b2738b46921b586889dabff7ba3f,640,https://p.scdn.co/mp3-preview/8f578f1fa25187a0c7fc5231f84a161a2c780cb1?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1I4lCSP69P74nU3a6Su5L2,Jiggle Jiggle
Lost,Frank Ocean,82,channel ORANGE,0,0.912,0.594,-4.894,0,10,0.226,0.0319,0.00122,0.123,0.514,123.07,4,234093,spotify:track:3GZD6HmiNUhxXYf8Gch723,84,2012-07-10,640,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,640,https://p.scdn.co/mp3-preview/412725e176d00fdf6c30c3085ff02f46faf4939d?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3GZD6HmiNUhxXYf8Gch723,Lost
Would I Lie to You,MISERO,40,Would I Lie to You,51,0.796,0.731,-7.725,0,7,0.0669,0.529,0.239,0.143,0.498,120.067,4,174000,spotify:track:796ZoKbBxMhVcdGtHcfBTZ,49,2022-08-12,640,https://i.scdn.co/image/ab67616d0000b273b253a6b4c4f852d041964e9d,640,https://p.scdn.co/mp3-preview/b92d2b9acb4af822e45776353b00da7af9a2d0a1?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:796ZoKbBxMhVcdGtHcfBTZ,Would I Lie to You
Crazy,Alex D'Rosso,56,Crazy,53,0.681,0.865,-4.542,0,11,0.198,0.282,0.000169,0.33,0.494,123.056,4,148293,spotify:track:4CNF65s1C2gxtoPBiUBjPC,43,2022-06-17,640,https://i.scdn.co/image/ab67616d0000b27341488d60f6c8ed6db284fbca,640,https://p.scdn.co/mp3-preview/f4edebaf2eb068dfc0d7095a8db33f4e30675860?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4CNF65s1C2gxtoPBiUBjPC,Crazy
Life Goes On,Oliver Tree,70,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",80,0.7,0.49,-5.187,1,0,0.076,0.186,0,0.117,0.569,79.982,4,161803,spotify:track:0eu4C55hL6x29mmeAjytzC,79,2021-05-28,640,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc,640,https://p.scdn.co/mp3-preview/ed2924a4ba398a5d4635525670bb849916db917c?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0eu4C55hL6x29mmeAjytzC,Life Goes On
Dinero,Trinidad Cardona,63,Dinero,73,0.708,0.782,-4.687,1,2,0.0674,0.00772,0,0.107,0.484,119.997,4,160880,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,70,2018-02-02,640,https://i.scdn.co/image/ab67616d0000b27338c99f64fec0cfebda3bfb6f,640,https://p.scdn.co/mp3-preview/62d06a5ad88daa1f29f5d2ad6369afab95b0f5c7?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,Dinero
Pieces,Nippandab,40,Pieces,42,0.698,0.78,-6.251,1,6,0.0626,0.157,0.0325,0.309,0.203,122.076,4,177956,spotify:track:7rMBNRvWQ0a2jFfONKHlyb,41,2022-08-05,640,https://i.scdn.co/image/ab67616d0000b27374e0e64722485cd88ad185b1,640,https://p.scdn.co/mp3-preview/328741acec8657d78486cbc12357fe628d76b996?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:7rMBNRvWQ0a2jFfONKHlyb,Pieces
Pope Is a Rockstar,SALES,61,SALES LP,74,0.725,0.446,-8.958,0,4,0.0287,0.85,0.243,0.107,0.311,90.024,4,187333,spotify:track:0So2sgVa8aJiARPl2P29u2,72,2016-04-20,640,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa,640,https://p.scdn.co/mp3-preview/aff5fea2958b4f6f40e5b53cf5288e8e61fd2a89?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0So2sgVa8aJiARPl2P29u2,Pope Is a Rockstar
Looking for Love,Asketa & Natan Chaim,42,Looking for Love,0,0.748,0.894,-4.677,1,7,0.0998,0.311,2.9e-05,0.239,0.503,120.004,4,148000,spotify:track:2JZBn9EGj2alWVLiIAGL4H,42,2022-08-19,640,https://i.scdn.co/image/ab67616d0000b273a71a1cef8b193f96c76e75a4,640,https://p.scdn.co/mp3-preview/a857063bc93fe8019a8e19871cf5ebe316136a6d?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2JZBn9EGj2alWVLiIAGL4H,Looking for Love
edamame (feat. Rich Brian),bbno$,72,edamame (feat. Rich Brian),77,0.815,0.848,-4.704,0,4,0.115,0.023,0.000162,0.0265,0.684,106.032,4,133707,spotify:track:1uMHCAyGmHqyygoNRuo7MV,74,2021-07-24,640,https://i.scdn.co/image/ab67616d0000b273545a202ab06885cf2c6621ca,640,https://p.scdn.co/mp3-preview/f98f3318817a12e36bcd4c17569b52b0be5643d5?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1uMHCAyGmHqyygoNRuo7MV,edamame (feat. Rich Brian)
I Hate U,SZA,82,I Hate U,79,0.535,0.388,-9.805,0,7,0.155,0.507,0,0.11,0.412,106.703,5,174000,spotify:track:5dXWFMwD7I7zXsInONVl0H,78,2021-12-03,640,https://i.scdn.co/image/ab67616d0000b2732cb5c3a1013e6be7084da957,640,https://p.scdn.co/mp3-preview/2341ad886e3541e117709ffce5a6b960b1ed7f39?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5dXWFMwD7I7zXsInONVl0H,I Hate U
She Wolf (Falling to Pieces),YES YES,54,She Wolf (Falling to Pieces),0,0.592,0.719,-5.044,1,2,0.0452,0.00858,0,0.635,0.169,125.03,4,171028,spotify:track:0hr1uftboYFqgJadb7ecML,47,2022-08-19,640,https://i.scdn.co/image/ab67616d0000b2734e287a2a8928a5f2ca80692a,640,https://p.scdn.co/mp3-preview/8069d328be114c4000f395cc5c2aa9f4bc6ddf19?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0hr1uftboYFqgJadb7ecML,She Wolf (Falling to Pieces)
Memories,Coopex,60,Memories,64,0.745,0.862,-4.18,1,8,0.116,0.335,0.000623,0.102,0.738,123.979,4,138453,spotify:track:0o7p0yZL6fJ4EbciC8yP0X,58,2021-05-28,640,https://i.scdn.co/image/ab67616d0000b27374d805a6a961203da19d18b7,640,https://p.scdn.co/mp3-preview/e4e471af678bce34516a638b44fa3dde37c13e0c?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0o7p0yZL6fJ4EbciC8yP0X,Memories
Ameno Amapiano Remix (You Wanna Bamba),Goya Menor,52,Ameno Amapiano Remix (You Wanna Bamba),68,0.807,0.898,-5.837,0,6,0.0393,0.188,0.000395,0.0824,0.743,112.998,4,227101,spotify:track:4iwiYqzoLImJraKQ9Pf2I2,65,2022-01-07,640,https://i.scdn.co/image/ab67616d0000b27330c1628fee09752bf4474320,640,https://p.scdn.co/mp3-preview/e9474e8282abcce4e329a4bca9032e04279b53b4?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4iwiYqzoLImJraKQ9Pf2I2,Ameno Amapiano Remix (You Wanna Bamba)
Say My Name,Why Not,36,Say My Name,54,0.773,0.74,-5.052,0,5,0.0315,0.00779,2.48e-05,0.15,0.659,125.981,4,160026,spotify:track:2XdwFXMdrq9OXqI95senyk,50,2022-06-17,640,https://i.scdn.co/image/ab67616d0000b2736e97eed1d1ba33f4311622a9,640,https://p.scdn.co/mp3-preview/c4c32517359fef84bc51069d325bb25222243589?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2XdwFXMdrq9OXqI95senyk,Say My Name
Woman,Doja Cat,88,Planet Her,89,0.824,0.764,-4.175,0,5,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,172627,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,87,2021-06-25,640,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,640,https://p.scdn.co/mp3-preview/01b49a95f322c2c708b48e56a9da43777620af9b?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Woman
Leave The Door Open,Bruno Mars,86,Leave The Door Open,31,0.586,0.616,-7.964,1,5,0.0324,0.182,0,0.0927,0.719,148.088,4,242096,spotify:track:4pryE6cN2gFL1FVF5fYINl,71,2021-11-12,640,https://i.scdn.co/image/ab67616d0000b273d0bbd3ea2ec554f17a6603cc,640,https://p.scdn.co/mp3-preview/6e905ca8273bd2c5464c35d0ce10da306a86b11b?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4pryE6cN2gFL1FVF5fYINl,Leave The Door Open
I AM WOMAN,Emmy Meli,59,I AM WOMAN,76,0.646,0.471,-9.247,1,10,0.157,0.122,0,0.125,0.455,170.084,4,232813,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,73,2021-11-19,640,https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069,640,https://p.scdn.co/mp3-preview/0d53059bc5a006fd199d0b7383d5998382624fa9?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,I AM WOMAN
Paint It Black,Dame Dame,48,Paint It Black,56,0.69,0.741,-7.405,1,7,0.0363,0.0433,0.00429,0.0975,0.0774,125.985,4,146190,spotify:track:27rxt2xup4u6HGQoiIczEz,49,2022-07-15,640,https://i.scdn.co/image/ab67616d0000b273d56ac2a8e7f228324563d0af,640,https://p.scdn.co/mp3-preview/8612854980518c5668f6d9ebd91a91a3c58494e4?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:27rxt2xup4u6HGQoiIczEz,Paint It Black
Vacation,Dirty Heads,65,Vacation,67,0.736,0.751,-5.588,1,8,0.034,0.0381,0,0.105,0.839,150.064,4,209722,spotify:track:7cdy4PbCdDZZNjyxoZyE0c,64,2017-08-11,640,https://i.scdn.co/image/ab67616d0000b2734e75e886f4f83e3d745bba40,640,https://p.scdn.co/mp3-preview/271e5999183f83d93e38badba8a242f86fa9f264?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:7cdy4PbCdDZZNjyxoZyE0c,Vacation
Free Falling Love,Lucas Estrada,63,Free Falling Love,58,0.771,0.932,-3.727,0,7,0.0424,0.311,0.000158,0.116,0.139,120.012,4,155000,spotify:track:0srHt7dvF0U5ReVRVS3fz0,52,2022-06-03,640,https://i.scdn.co/image/ab67616d0000b2733529c9be1d3b0c19c9a58a2f,640,https://p.scdn.co/mp3-preview/0d65de8d3c78a300f7eafeaadf0e20203d677288?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0srHt7dvF0U5ReVRVS3fz0,Free Falling Love
Ocean Drive,Harddope,49,Ocean Drive,51,0.645,0.868,-6.861,0,8,0.0828,0.0661,0.00471,0.241,0.51,120.009,4,197000,spotify:track:5ArYpPDkQAb0SGYBVgzSHL,39,2022-07-15,640,https://i.scdn.co/image/ab67616d0000b273c326199ce43cd10d32aaef3c,640,https://p.scdn.co/mp3-preview/40f6d9e82818ae2756e1b22b50842a967656a748?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:5ArYpPDkQAb0SGYBVgzSHL,Ocean Drive
Kiss Me More (feat. SZA),Doja Cat,88,Kiss Me More (feat. SZA),82,0.762,0.701,-3.541,1,8,0.0286,0.235,0.000158,0.123,0.742,110.968,4,208867,spotify:track:748mdHapucXQri7IAO8yFK,80,2021-04-09,640,https://i.scdn.co/image/ab67616d0000b273908280d9807127e185b71d56,640,https://p.scdn.co/mp3-preview/4467817b1adf581526b65d077b5b4354e7007928?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA)
Beggin',Måneskin,78,Chosen,86,0.714,0.8,-4.808,0,11,0.0504,0.127,0,0.359,0.589,134.002,4,211560,spotify:track:3Wrjm47oTz2sjIgck11l5e,85,2017-12-08,640,https://i.scdn.co/image/ab67616d0000b273fa0ab3a28b5c52d8a5f97045,640,https://p.scdn.co/mp3-preview/49cf31ccb79722050016ea70c140a4df38211c61?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3Wrjm47oTz2sjIgck11l5e,Beggin'
The Hills,Farux,45,The Hills,48,0.656,0.778,-6.838,1,8,0.265,0.4,0,0.533,0.736,125.916,4,129717,spotify:track:40dZ2LVhgseIW8Xf0j2eFX,56,2022-07-29,640,https://i.scdn.co/image/ab67616d0000b2738ea8d5113dc3003ecb13c4fd,640,https://p.scdn.co/mp3-preview/29ddc6fe6c5a3c832bfbff30e13a971ff439e228?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:40dZ2LVhgseIW8Xf0j2eFX,The Hills
Young Folks,Jungle Jonsson,40,Young Folks,48,0.75,0.731,-7.367,0,5,0.0379,0.068,3.63e-05,0.184,0.335,134.977,4,174222,spotify:track:0IcXR5qKHKQESlDB8PdPT0,44,2022-07-08,640,https://i.scdn.co/image/ab67616d0000b2730ca0d6a4a1cec76535b13641,640,https://p.scdn.co/mp3-preview/f73309127b6023397edc71f12d022b69fe1fd9f3?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0IcXR5qKHKQESlDB8PdPT0,Young Folks
good 4 u,Olivia Rodrigo,85,SOUR,88,0.563,0.664,-5.044,1,9,0.154,0.335,0,0.0849,0.688,166.928,4,178147,spotify:track:4ZtFanR9U6ndgddUvNcjcG,86,2021-05-21,640,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,640,https://p.scdn.co/mp3-preview/3849f6e821a9f55bc736e53791b8d88938e3034e?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:4ZtFanR9U6ndgddUvNcjcG,good 4 u
Complicated,Nito-Onna,61,Complicated,52,0.724,0.692,-4.997,1,5,0.109,0.074,0,0.0937,0.419,134.088,4,152126,spotify:track:0x9ufSIkqnuyx1eH6sAXAv,45,2022-04-29,640,https://i.scdn.co/image/ab67616d0000b27371314275849adc5caaa2885d,640,https://p.scdn.co/mp3-preview/fc4d0c0da0f2abf9c4c6c2b431e5c891cbc2fceb?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0x9ufSIkqnuyx1eH6sAXAv,Complicated
Jalebi Baby (Tesher x Jason Derulo),Tesher,61,Jalebi Baby (Tesher x Jason Derulo),73,0.691,0.829,-7.179,1,0,0.0412,0.0289,0,0.254,0.866,93.059,4,169154,spotify:track:6FvSS3Goz7OC8oCC2eWqe8,72,2021-05-28,640,https://i.scdn.co/image/ab67616d0000b273a56f3d8136a0690b75b419d8,640,https://p.scdn.co/mp3-preview/19af7f9afbb89e1ffbc3e724e0610a8dd3b2650a?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:6FvSS3Goz7OC8oCC2eWqe8,Jalebi Baby (Tesher x Jason Derulo)
You Don't Know Me,Dame Dame,48,You Don't Know Me,49,0.701,0.836,-6.521,1,9,0.275,0.0304,0.000143,0.635,0.373,124.953,4,157320,spotify:track:0HwqeFcaYcoTXSLwsNirI4,47,2022-06-17,640,https://i.scdn.co/image/ab67616d0000b273e6eae0ecdfbf703c631d09b9,640,https://p.scdn.co/mp3-preview/4a72db411383a7af6fd5d4c4e1fb341939ffbbd8?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0HwqeFcaYcoTXSLwsNirI4,You Don't Know Me
Talking to the Moon,Bruno Mars,86,Doo-Wops & Hooligans,76,0.498,0.59,-4.721,0,1,0.032,0.511,0,0.107,0.0784,145.867,4,217867,spotify:track:161DnLWsx1i3u1JT05lzqU,81,2010-10-05,640,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,640,https://p.scdn.co/mp3-preview/2e4ae8810692eba545c70878d504321a1017e708?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:161DnLWsx1i3u1JT05lzqU,Talking to the Moon
Say It Right,MØRFI,39,Say It Right,50,0.764,0.793,-6.506,0,5,0.0709,0.0132,0.00098,0.319,0.127,124.084,4,129677,spotify:track:2bPtOhVdI2FHM6yQXjqZBR,44,2022-07-22,640,https://i.scdn.co/image/ab67616d0000b27304b69229b554abb8efc1c59b,640,https://p.scdn.co/mp3-preview/33357a8773379dd6923abd4e05a765341a5ea4cd?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:2bPtOhVdI2FHM6yQXjqZBR,Say It Right
Astronaut In The Ocean,Masked Wolf,68,Astronaut In The Ocean,79,0.778,0.695,-6.865,0,4,0.0913,0.175,0,0.15,0.472,149.996,4,132780,spotify:track:3Ofmpyhv5UAQ70mENzB277,77,2021-01-06,640,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,640,https://p.scdn.co/mp3-preview/25243b032639be974f9ba0cc5b7d3010bd7fe371?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean
Creep,Naeleck,61,Creep,65,0.615,0.829,-4.567,1,6,0.0421,0.0555,0.00156,0.426,0.0754,124.013,4,203226,spotify:track:7CEIFwLf4XmFz8okORSizE,61,2022-06-03,640,https://i.scdn.co/image/ab67616d0000b273b8aae4c1cac1d205ee1f29e0,640,https://p.scdn.co/mp3-preview/5923fdd254820e1f1656c4eb7502e39b311030e4?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:7CEIFwLf4XmFz8okORSizE,Creep
Counting Stars,Farux,45,Counting Stars,54,0.659,0.721,-6.877,1,7,0.264,0.501,0,0.109,0.454,124.791,4,144935,spotify:track:0mKkKD5ci135gF4t3TjRDZ,50,2022-02-25,640,https://i.scdn.co/image/ab67616d0000b2739702b07f88ad05ab3b874b29,640,https://p.scdn.co/mp3-preview/1843648b04d6fc3ba7940d67f2ed447a8999a571?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:0mKkKD5ci135gF4t3TjRDZ,Counting Stars
Buss It,Erica Banks,54,Buss It,0,0.918,0.434,-9.541,1,9,0.173,0.569,3.14e-06,0.123,0.75,109.997,4,188735,spotify:track:25j0Sape7qZbq6ZPLFefTT,62,2020-06-19,640,https://i.scdn.co/image/ab67616d0000b273278801b5a5f0baee61a4ac29,640,https://p.scdn.co/mp3-preview/edb61a623f81f1ffdd46a5e1fa6d15a2dd893699?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:25j0Sape7qZbq6ZPLFefTT,Buss It
When You Were Young,Amero,46,When You Were Young,31,0.806,0.845,-4.753,1,11,0.19,0.0825,0,0.26,0.508,125.998,4,128095,spotify:track:14TOuI5GwoRT8sNSVGRuf2,13,2022-08-12,640,https://i.scdn.co/image/ab67616d0000b273caceab637e6efe94c04fcbaa,640,https://p.scdn.co/mp3-preview/4c96693300bf35895dee2eeac5773da696a8d491?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:14TOuI5GwoRT8sNSVGRuf2,When You Were Young
Apologize,Farux,45,Apologize,48,0.677,0.71,-7.108,1,8,0.0552,0.532,0,0.337,0.325,126.109,4,129410,spotify:track:1PN3QWVSgpLgihzqaZdKxP,51,2022-07-08,640,https://i.scdn.co/image/ab67616d0000b273eebfbbc942ea0443534d5258,640,https://p.scdn.co/mp3-preview/6e49e59c041aceb3f38a235bbdc55a81020924b0?cid=774b29d4f13844c495f206cafdad9c86,spotify:track:1PN3QWVSgpLgihzqaZdKxP,Apologize
